state,subsystem,year,month,MWh
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,4,550558.958
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,4,822790.423
Minas Gerais,Sudeste/Centro-Oeste,2022,4,5258200.337
Rio de Janeiro,Sudeste/Centro-Oeste,2022,4,3479222.146
Sao Paulo,Sudeste/Centro-Oeste,2022,4,12094586.089
Parana,Sul,2022,4,2966878.464
Rio Grande do Sul,Sul,2022,4,2552797.965
Santa Catarina,Sul,2022,4,2385370.488
Alagoas,Nordeste,2022,5,360711.621
Bahia,Nordeste,2022,5,2245695.952
Ceara,Nordeste,2022,5,1033091.005
Maranhao,Nordeste,2022,5,721612.086
Pernambuco,Nordeste,2022,5,1293889.39
Piaui,Nordeste,2022,5,324168.387
Rio Grande do Norte,Nordeste,2022,5,484346.0
Sergipe,Nordeste,2022,5,329398.629
paraiba,Nordeste,2022,5,487167.666
Acre,Norte,2022,5,89355.547504751
Amapa,Norte,2022,5,89731.314
Amazonas,Norte,2022,5,515069.0941187275
Para,Norte,2022,5,1662843.961239985
Rondonia,Norte,2022,5,285391.9831365364
Tocantins,Norte,2022,5,224355.495
Distrito Federal,Sudeste/Centro-Oeste,2022,5,534322.0
Espirito Santo,Sudeste/Centro-Oeste,2022,5,948893.55
Goias,Sudeste/Centro-Oeste,2022,5,1504165.901
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,5,505387.439
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,5,821057.088
Minas Gerais,Sudeste/Centro-Oeste,2022,5,5268416.135
Rio de Janeiro,Sudeste/Centro-Oeste,2022,5,3133352.197
Sao Paulo,Sudeste/Centro-Oeste,2022,5,11438185.155
Parana,Sul,2022,5,2914603.44
Rio Grande do Sul,Sul,2022,5,2309233.037
Santa Catarina,Sul,2022,5,2312899.557
Alagoas,Nordeste,2022,6,357398.174
Bahia,Nordeste,2022,6,2172444.735
Ceara,Nordeste,2022,6,1050138.235
Maranhao,Nordeste,2022,6,730644.288
Pernambuco,Nordeste,2022,6,1203390.647
Piaui,Nordeste,2022,6,326689.959
Rio Grande do Norte,Nordeste,2022,6,448061.0
Sergipe,Nordeste,2022,6,294849.204
paraiba,Nordeste,2022,6,446240.671
Acre,Norte,2022,6,83434.28663409216
Amapa,Norte,2022,6,93336.559
Amazonas,Norte,2022,6,508162.8645245996
Para,Norte,2022,6,1712857.7604044417
Rondonia,Norte,2022,6,269166.9334368666
Tocantins,Norte,2022,6,225103.157
Distrito Federal,Sudeste/Centro-Oeste,2022,6,537377.0
Espirito Santo,Sudeste/Centro-Oeste,2022,6,848030.205
Goias,Sudeste/Centro-Oeste,2022,6,1481428.951
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,6,454590.238
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,6,814247.909
Minas Gerais,Sudeste/Centro-Oeste,2022,6,5103374.704
Rio de Janeiro,Sudeste/Centro-Oeste,2022,6,2876557.572
Sao Paulo,Sudeste/Centro-Oeste,2022,6,11096611.832
Parana,Sul,2022,6,2860857.764
Rio Grande do Sul,Sul,2022,6,2426571.328
Santa Catarina,Sul,2022,6,2301307.893
Alagoas,Nordeste,2022,7,426474.754
Bahia,Nordeste,2022,7,2181349.035
Ceara,Nordeste,2022,7,1029371.793
Maranhao,Nordeste,2022,7,783457.22
Pernambuco,Nordeste,2022,7,1169384.916
Piaui,Nordeste,2022,7,333804.426
Rio Grande do Norte,Nordeste,2022,7,452715.0
Sergipe,Nordeste,2022,7,284618.789
paraiba,Nordeste,2022,7,452940.54
Acre,Norte,2022,7,92101.48691597389
Amapa,Norte,2022,7,88787.237
Amazonas,Norte,2022,7,534582.7529538771
Para,Norte,2022,7,1795102.5944742933
Rondonia,Norte,2022,7,280479.7116558557
Tocantins,Norte,2022,7,228799.444
Distrito Federal,Sudeste/Centro-Oeste,2022,7,510308.0
Espirito Santo,Sudeste/Centro-Oeste,2022,7,825696.775
Goias,Sudeste/Centro-Oeste,2022,7,1480861.483
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,7,479625.879
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,7,828601.219
Minas Gerais,Sudeste/Centro-Oeste,2022,7,5190169.642
Rio de Janeiro,Sudeste/Centro-Oeste,2022,7,2862363.379
Sao Paulo,Sudeste/Centro-Oeste,2022,7,11070389.834
Parana,Sul,2022,7,2866342.173
Rio Grande do Sul,Sul,2022,7,2470535.81
Santa Catarina,Sul,2022,7,2292664.504
Alagoas,Nordeste,2022,8,427756.525
Bahia,Nordeste,2022,8,2179929.596
Ceara,Nordeste,2022,8,1078466.042
Maranhao,Nordeste,2022,8,881229.595
Pernambuco,Nordeste,2022,8,1188471.348
Piaui,Nordeste,2022,8,336660.237
Rio Grande do Norte,Nordeste,2022,8,460635.0
Sergipe,Nordeste,2022,8,300176.728
paraiba,Nordeste,2022,8,455182.777
Acre,Norte,2022,8,95851.9910267528
Amapa,Norte,2022,8,97439.021
Amazonas,Norte,2022,8,586565.6095811038
Para,Norte,2022,8,1846463.4695283296
Rondonia,Norte,2022,8,297158.20586381364
Tocantins,Norte,2022,8,237628.747
Distrito Federal,Sudeste/Centro-Oeste,2022,8,531299.0
Espirito Santo,Sudeste/Centro-Oeste,2022,8,891059.123
Goias,Sudeste/Centro-Oeste,2022,8,1482074.746
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,8,511463.745
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,8,875770.364
Minas Gerais,Sudeste/Centro-Oeste,2022,8,5167727.212
Rio de Janeiro,Sudeste/Centro-Oeste,2022,8,2908338.731
Sao Paulo,Sudeste/Centro-Oeste,2022,8,11409228.264
Parana,Sul,2022,8,2913427.353
Rio Grande do Sul,Sul,2022,8,2414224.632
Santa Catarina,Sul,2022,8,2317604.114
Alagoas,Nordeste,2022,9,394730.802
Bahia,Nordeste,2022,9,2153837.313
Ceara,Nordeste,2022,9,1113885.354
Maranhao,Nordeste,2022,9,920582.49
Pernambuco,Nordeste,2022,9,1210059.025
Piaui,Nordeste,2022,9,374650.064
Rio Grande do Norte,Nordeste,2022,9,483576.0
Sergipe,Nordeste,2022,9,310985.465
paraiba,Nordeste,2022,9,469368.474
Acre,Norte,2022,9,94025.94026175584
Amapa,Norte,2022,9,100604.799
Amazonas,Norte,2022,9,575746.1141588888
Para,Norte,2022,9,1800296.0939898484
Rondonia,Norte,2022,9,301410.64058950683
Tocantins,Norte,2022,9,249277.899
Distrito Federal,Sudeste/Centro-Oeste,2022,9,564877.0
Espirito Santo,Sudeste/Centro-Oeste,2022,9,888837.784
Goias,Sudeste/Centro-Oeste,2022,9,1563276.625
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,9,501949.21
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,9,905676.488
Minas Gerais,Sudeste/Centro-Oeste,2022,9,5172783.624
Rio de Janeiro,Sudeste/Centro-Oeste,2022,9,2861443.817
Sao Paulo,Sudeste/Centro-Oeste,2022,9,11519777.932
Parana,Sul,2022,9,2861149.122
Rio Grande do Sul,Sul,2022,9,2398093.803
Santa Catarina,Sul,2022,9,2277508.709
Alagoas,Nordeste,2022,10,411108.062
Bahia,Nordeste,2022,10,2222570.824
Ceara,Nordeste,2022,10,1136817.171
Maranhao,Nordeste,2022,10,967972.678
Pernambuco,Nordeste,2022,10,1239699.462
Piaui,Nordeste,2022,10,375276.679
Rio Grande do Norte,Nordeste,2022,10,491666.0
Sergipe,Nordeste,2022,10,327087.477
paraiba,Nordeste,2022,10,480109.891
Acre,Norte,2022,10,99219.7206452711
Amapa,Norte,2022,10,110375.185
Amazonas,Norte,2022,10,574397.5930763475
Para,Norte,2022,10,1809237.372447313
Rondonia,Norte,2022,10,304235.4388310682
Tocantins,Norte,2022,10,256714.498
Distrito Federal,Sudeste/Centro-Oeste,2022,10,576149.0
Espirito Santo,Sudeste/Centro-Oeste,2022,10,893103.389
Goias,Sudeste/Centro-Oeste,2022,10,1561112.339
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,10,515289.627
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,10,886342.826
Minas Gerais,Sudeste/Centro-Oeste,2022,10,5336051.41
Rio de Janeiro,Sudeste/Centro-Oeste,2022,10,2937036.793
Sao Paulo,Sudeste/Centro-Oeste,2022,10,11330102.971
Parana,Sul,2022,10,2852702.505
Rio Grande do Sul,Sul,2022,10,2281819.509
Santa Catarina,Sul,2022,10,2283372.222
Alagoas,Nordeste,2022,11,409214.333
Bahia,Nordeste,2022,11,2297059.821
Ceara,Nordeste,2022,11,1157478.572
Maranhao,Nordeste,2022,11,988530.257
Pernambuco,Nordeste,2022,11,1259054.491
Piaui,Nordeste,2022,11,350640.037
Rio Grande do Norte,Nordeste,2022,11,509178.0
Sergipe,Nordeste,2022,11,325927.438
paraiba,Nordeste,2022,11,497050.255
Acre,Norte,2022,11,97082.0822962942
Amapa,Norte,2022,11,85312.474
Amazonas,Norte,2022,11,564020.9398853529
Para,Norte,2022,11,1788142.5610030051
Rondonia,Norte,2022,11,286025.44681534776
Tocantins,Norte,2022,11,226175.572
Distrito Federal,Sudeste/Centro-Oeste,2022,11,565197.0
Espirito Santo,Sudeste/Centro-Oeste,2022,11,892581.086
Goias,Sudeste/Centro-Oeste,2022,11,1552335.99
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,11,518145.72
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,11,837104.58
Minas Gerais,Sudeste/Centro-Oeste,2022,11,5050600.433
Rio de Janeiro,Sudeste/Centro-Oeste,2022,11,3061359.843
Sao Paulo,Sudeste/Centro-Oeste,2022,11,11576813.562
Parana,Sul,2022,11,2865571.538
Rio Grande do Sul,Sul,2022,11,2401210.5
Santa Catarina,Sul,2022,11,2313566.745
Alagoas,Nordeste,2022,12,427641.752
Bahia,Nordeste,2022,12,2137373.012
Ceara,Nordeste,2022,12,1133253.547
Maranhao,Nordeste,2022,12,1031597.019
Pernambuco,Nordeste,2022,12,1254999.205
Piaui,Nordeste,2022,12,356243.734
Rio Grande do Norte,Nordeste,2022,12,515422.0
Sergipe,Nordeste,2022,12,339751.227
paraiba,Nordeste,2022,12,507007.185
Acre,Norte,2022,12,95764.72148860196
Amapa,Norte,2022,12,99192.926
Amazonas,Norte,2022,12,519951.8020091289
Para,Norte,2022,12,1831370.0119818405
Rondonia,Norte,2022,12,304763.2235204287
Tocantins,Norte,2022,12,215281.993
Distrito Federal,Sudeste/Centro-Oeste,2022,12,548597.0
Espirito Santo,Sudeste/Centro-Oeste,2022,12,855219.901
Goias,Sudeste/Centro-Oeste,2022,12,1524158.8
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,12,532950.988
Mato Grosso do Sul,Sudeste/Centro-Oeste,2022,12,848028.936
Minas Gerais,Sudeste/Centro-Oeste,2022,12,5078748.047
Rio de Janeiro,Sudeste/Centro-Oeste,2022,12,3121692.093
Sao Paulo,Sudeste/Centro-Oeste,2022,12,11707745.509
Parana,Sul,2022,12,2937482.477
Rio Grande do Sul,Sul,2022,12,2703558.001
Santa Catarina,Sul,2022,12,2365788.989
Alagoas,Nordeste,2023,1,469346.617
Bahia,Nordeste,2023,1,2160398.21
Ceara,Nordeste,2023,1,1098418.492
Maranhao,Nordeste,2023,1,987379.261
Pernambuco,Nordeste,2023,1,1272936.883
Piaui,Nordeste,2023,1,319594.605
Rio Grande do Norte,Nordeste,2023,1,515563.0
Sergipe,Nordeste,2023,1,342141.954
paraiba,Nordeste,2023,1,505875.265
Acre,Norte,2023,1,91441.87499329062
Amapa,Norte,2023,1,86295.028
Amazonas,Norte,2023,1,506665.0919032106
Para,Norte,2023,1,1788037.8236710243
Rondonia,Norte,2023,1,272035.5944324747
Tocantins,Norte,2023,1,198836.99
Distrito Federal,Sudeste/Centro-Oeste,2023,1,520127.77
Espirito Santo,Sudeste/Centro-Oeste,2023,1,896576.457
Goias,Sudeste/Centro-Oeste,2023,1,1429989.592
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,1,538858.329
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,1,750657.865
Minas Gerais,Sudeste/Centro-Oeste,2023,1,5095531.929
Rio de Janeiro,Sudeste/Centro-Oeste,2023,1,2881258.012
Sao Paulo,Sudeste/Centro-Oeste,2023,1,11286108.073
Parana,Sul,2023,1,3051127.678
Rio Grande do Sul,Sul,2023,1,2766682.595
Santa Catarina,Sul,2023,1,2481667.038
Alagoas,Nordeste,2023,2,430041.121
Bahia,Nordeste,2023,2,2160697.403
Ceara,Nordeste,2023,2,1075682.103
Maranhao,Nordeste,2023,2,965941.896
Pernambuco,Nordeste,2023,2,1253957.989
Piaui,Nordeste,2023,2,301811.201
Rio Grande do Norte,Nordeste,2023,2,489377.0
Sergipe,Nordeste,2023,2,327801.348
paraiba,Nordeste,2023,2,496568.276
Acre,Norte,2023,2,86252.33940726794
Amapa,Norte,2023,2,78650.101
Amazonas,Norte,2023,2,471718.598763072
Para,Norte,2023,2,1647243.3720553014
Rondonia,Norte,2023,2,257307.89377435867
Tocantins,Norte,2023,2,198301.142
Distrito Federal,Sudeste/Centro-Oeste,2023,2,530464.99
Espirito Santo,Sudeste/Centro-Oeste,2023,2,913731.98
Goias,Sudeste/Centro-Oeste,2023,2,1404409.976
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,2,539954.979
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,2,760977.25
Minas Gerais,Sudeste/Centro-Oeste,2023,2,4927133.356
Rio de Janeiro,Sudeste/Centro-Oeste,2023,2,3323581.474
Sao Paulo,Sudeste/Centro-Oeste,2023,2,11540029.553
Parana,Sul,2023,2,3031414.447
Rio Grande do Sul,Sul,2023,2,2894929.539
Santa Catarina,Sul,2023,2,2697022.118
Alagoas,Nordeste,2023,3,475804.099
Bahia,Nordeste,2023,3,2317437.069
Ceara,Nordeste,2023,3,1042862.661
Maranhao,Nordeste,2023,3,1063504.138
Pernambuco,Nordeste,2023,3,1332269.569
Piaui,Nordeste,2023,3,329596.705
Rio Grande do Norte,Nordeste,2023,3,506437.0
Sergipe,Nordeste,2023,3,352982.685
paraiba,Nordeste,2023,3,501072.109
Acre,Norte,2023,3,92981.75287092908
Amapa,Norte,2023,3,87422.472
Amazonas,Norte,2023,3,542408.8843663231
Para,Norte,2023,3,1836869.4913026448
Rondonia,Norte,2023,3,296150.3874601029
Tocantins,Norte,2023,3,223356.817
Distrito Federal,Sudeste/Centro-Oeste,2023,3,561423.77
Espirito Santo,Sudeste/Centro-Oeste,2023,3,1057957.133
Goias,Sudeste/Centro-Oeste,2023,3,1480691.346
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,3,550703.646
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,3,850259.55
Minas Gerais,Sudeste/Centro-Oeste,2023,3,5619862.411
Rio de Janeiro,Sudeste/Centro-Oeste,2023,3,3563778.39
Sao Paulo,Sudeste/Centro-Oeste,2023,3,11841790.835
Parana,Sul,2023,3,3160725.019
Rio Grande do Sul,Sul,2023,3,3013326.498
Santa Catarina,Sul,2023,3,2779518.646
Alagoas,Nordeste,2023,4,474164.162
Bahia,Nordeste,2023,4,2289126.128
Ceara,Nordeste,2023,4,1094869.362
Maranhao,Nordeste,2023,4,1055290.096
Pernambuco,Nordeste,2023,4,1266303.709
Piaui,Nordeste,2023,4,326845.464
Rio Grande do Norte,Nordeste,2023,4,475277.0
Sergipe,Nordeste,2023,4,330558.741
paraiba,Nordeste,2023,4,501358.132
Acre,Norte,2023,4,88871.06774430122
Amapa,Norte,2023,4,90204.453
Amazonas,Norte,2023,4,532964.1544434426
Para,Norte,2023,4,1754290.5226439564
Rondonia,Norte,2023,4,277658.6511682997
Tocantins,Norte,2023,4,223609.043
Distrito Federal,Sudeste/Centro-Oeste,2023,4,550587.77
Espirito Santo,Sudeste/Centro-Oeste,2023,4,994578.642
Goias,Sudeste/Centro-Oeste,2023,4,1570347.766
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,4,569035.624
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,4,819745.027
Minas Gerais,Sudeste/Centro-Oeste,2023,4,5326562.35
Rio de Janeiro,Sudeste/Centro-Oeste,2023,4,3314886.531
Sao Paulo,Sudeste/Centro-Oeste,2023,4,12070175.188
Parana,Sul,2023,4,3138879.246
Rio Grande do Sul,Sul,2023,4,2918029.16
Santa Catarina,Sul,2023,4,2588328.18
Alagoas,Nordeste,2023,5,459426.974
Bahia,Nordeste,2023,5,2280718.902
Ceara,Nordeste,2023,5,1085921.602
Maranhao,Nordeste,2023,5,1127294.174
Pernambuco,Nordeste,2023,5,1310176.82
Piaui,Nordeste,2023,5,347068.321
Rio Grande do Norte,Nordeste,2023,5,493055.0
Sergipe,Nordeste,2023,5,323272.054
paraiba,Nordeste,2023,5,523851.711
Acre,Norte,2023,5,93962.06220071825
Amapa,Norte,2023,5,101781.177
Amazonas,Norte,2023,5,570657.7744129649
Para,Norte,2023,5,1842190.9332451466
Rondonia,Norte,2023,5,300287.40514117014
Tocantins,Norte,2023,5,235834.677
Distrito Federal,Sudeste/Centro-Oeste,2023,5,518144.77
Espirito Santo,Sudeste/Centro-Oeste,2023,5,933549.322
Goias,Sudeste/Centro-Oeste,2023,5,1522783.832
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,5,498913.714
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,5,836889.356
Minas Gerais,Sudeste/Centro-Oeste,2023,5,5443073.173
Rio de Janeiro,Sudeste/Centro-Oeste,2023,5,3028977.549
Sao Paulo,Sudeste/Centro-Oeste,2023,5,11178453.02
Parana,Sul,2023,5,2987537.933
Rio Grande do Sul,Sul,2023,5,2463457.597
Santa Catarina,Sul,2023,5,2417687.451
Alagoas,Nordeste,2023,6,444615.97
Bahia,Nordeste,2023,6,2215439.007
Ceara,Nordeste,2023,6,1159928.592
Maranhao,Nordeste,2023,6,1090847.688
Pernambuco,Nordeste,2023,6,1222881.47
Piaui,Nordeste,2023,6,352751.845
Rio Grande do Norte,Nordeste,2023,6,479417.0
Sergipe,Nordeste,2023,6,305966.627
paraiba,Nordeste,2023,6,466286.766
Acre,Norte,2023,6,93293.36006646398
Amapa,Norte,2023,6,99767.299
Amazonas,Norte,2023,6,570043.6235868764
Para,Norte,2023,6,1855637.7409858787
Rondonia,Norte,2023,6,300858.78436078073
Tocantins,Norte,2023,6,237457.71
Distrito Federal,Sudeste/Centro-Oeste,2023,6,543061.77
Espirito Santo,Sudeste/Centro-Oeste,2023,6,910714.76
Goias,Sudeste/Centro-Oeste,2023,6,1542877.819
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,6,458862.11
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,6,822027.049
Minas Gerais,Sudeste/Centro-Oeste,2023,6,5270435.264
Rio de Janeiro,Sudeste/Centro-Oeste,2023,6,2931453.216
Sao Paulo,Sudeste/Centro-Oeste,2023,6,11368110.894
Parana,Sul,2023,6,2879631.224
Rio Grande do Sul,Sul,2023,6,2440947.716
Santa Catarina,Sul,2023,6,2377405.727
Alagoas,Nordeste,2023,7,399693.496
Bahia,Nordeste,2023,7,2106542.831
Ceara,Nordeste,2023,7,1070238.713
Maranhao,Nordeste,2023,7,1124683.098
Pernambuco,Nordeste,2023,7,1189652.99
Piaui,Nordeste,2023,7,356327.774
Rio Grande do Norte,Nordeste,2023,7,473602.0
Sergipe,Nordeste,2023,7,302203.806
paraiba,Nordeste,2023,7,450153.705
Acre,Norte,2023,7,94791.14806250222
Amapa,Norte,2023,7,102849.895
Amazonas,Norte,2023,7,601634.2353640477
Para,Norte,2023,7,1875347.994407421
Rondonia,Norte,2023,7,288455.5401660292
Tocantins,Norte,2023,7,238876.16
Distrito Federal,Sudeste/Centro-Oeste,2023,7,510807.77
Espirito Santo,Sudeste/Centro-Oeste,2023,7,899790.684
Goias,Sudeste/Centro-Oeste,2023,7,1502444.05
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,7,452296.138
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,7,804536.285
Minas Gerais,Sudeste/Centro-Oeste,2023,7,5280897.768
Rio de Janeiro,Sudeste/Centro-Oeste,2023,7,2847896.169
Sao Paulo,Sudeste/Centro-Oeste,2023,7,11107360.336
Parana,Sul,2023,7,2929545.921
Rio Grande do Sul,Sul,2023,7,2461912.14
Santa Catarina,Sul,2023,7,2326193.024
Alagoas,Nordeste,2023,8,398214.325
Bahia,Nordeste,2023,8,2206374.854
Ceara,Nordeste,2023,8,1131225.167
Maranhao,Nordeste,2023,8,1151226.581
Pernambuco,Nordeste,2023,8,1209125.533
Piaui,Nordeste,2023,8,377723.74
Rio Grande do Norte,Nordeste,2023,8,486814.0
Sergipe,Nordeste,2023,8,314259.879
paraiba,Nordeste,2023,8,473222.23
Acre,Norte,2023,8,106051.46391808224
Amapa,Norte,2023,8,107499.754
Amazonas,Norte,2023,8,649200.1813596721
Para,Norte,2023,8,1915036.6576723575
Rondonia,Norte,2023,8,319184.259049888
Tocantins,Norte,2023,8,251820.103
Distrito Federal,Sudeste/Centro-Oeste,2023,8,537404.77
Espirito Santo,Sudeste/Centro-Oeste,2023,8,923531.354
Goias,Sudeste/Centro-Oeste,2023,8,1565876.852
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,8,513420.423
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,8,929616.387
Minas Gerais,Sudeste/Centro-Oeste,2023,8,5438757.176
Rio de Janeiro,Sudeste/Centro-Oeste,2023,8,2973071.983
Sao Paulo,Sudeste/Centro-Oeste,2023,8,11409600.115
Parana,Sul,2023,8,3016596.167
Rio Grande do Sul,Sul,2023,8,2459000.085
Santa Catarina,Sul,2023,8,2324411.767
Alagoas,Nordeste,2023,9,441572.715
Bahia,Nordeste,2023,9,2287165.328
Ceara,Nordeste,2023,9,1193061.264
Maranhao,Nordeste,2023,9,1146620.906
Pernambuco,Nordeste,2023,9,1255276.107
Piaui,Nordeste,2023,9,418672.382
Rio Grande do Norte,Nordeste,2023,9,493547.0
Sergipe,Nordeste,2023,9,337300.583
paraiba,Nordeste,2023,9,494604.675
Acre,Norte,2023,9,111682.55126787747
Amapa,Norte,2023,9,109182.93
Amazonas,Norte,2023,9,650803.7996887168
Para,Norte,2023,9,1946172.7227228018
Rondonia,Norte,2023,9,333689.1353206038
Tocantins,Norte,2023,9,260172.518
Distrito Federal,Sudeste/Centro-Oeste,2023,9,572029.77
Espirito Santo,Sudeste/Centro-Oeste,2023,9,910834.797
Goias,Sudeste/Centro-Oeste,2023,9,1630144.752
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,9,539191.576
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,9,988707.191
Minas Gerais,Sudeste/Centro-Oeste,2023,9,5297051.787
Rio de Janeiro,Sudeste/Centro-Oeste,2023,9,3032291.66
Sao Paulo,Sudeste/Centro-Oeste,2023,9,11950008.707
Parana,Sul,2023,9,3023561.638
Rio Grande do Sul,Sul,2023,9,2463568.229
Santa Catarina,Sul,2023,9,2332972.35
Alagoas,Nordeste,2023,10,453900.14
Bahia,Nordeste,2023,10,2306748.001
Ceara,Nordeste,2023,10,1172211.394
Maranhao,Nordeste,2023,10,1213725.37
Pernambuco,Nordeste,2023,10,1280823.367
Piaui,Nordeste,2023,10,420710.092
Rio Grande do Norte,Nordeste,2023,10,505480.0
Sergipe,Nordeste,2023,10,345219.702
paraiba,Nordeste,2023,10,512081.613
Acre,Norte,2023,10,111185.40459178522
Amapa,Norte,2023,10,112289.108
Amazonas,Norte,2023,10,648582.0218318445
Para,Norte,2023,10,1982985.390199387
Rondonia,Norte,2023,10,327075.61037698336
Tocantins,Norte,2023,10,275816.645
Distrito Federal,Sudeste/Centro-Oeste,2023,10,596026.77
Espirito Santo,Sudeste/Centro-Oeste,2023,10,1023329.711
Goias,Sudeste/Centro-Oeste,2023,10,1753598.343
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,10,602605.806
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,10,1001325.119
Minas Gerais,Sudeste/Centro-Oeste,2023,10,5751116.308
Rio de Janeiro,Sudeste/Centro-Oeste,2023,10,3109691.294
Sao Paulo,Sudeste/Centro-Oeste,2023,10,12251196.922
Parana,Sul,2023,10,3165055.443
Rio Grande do Sul,Sul,2023,10,2412491.048
Santa Catarina,Sul,2023,10,2476443.751
Alagoas,Nordeste,2023,11,487945.716
Bahia,Nordeste,2023,11,2379025.599
Ceara,Nordeste,2023,11,1242843.731
Maranhao,Nordeste,2023,11,1212542.957
Pernambuco,Nordeste,2023,11,1338451.09
Piaui,Nordeste,2023,11,416278.624
Rio Grande do Norte,Nordeste,2023,11,516865.0
Sergipe,Nordeste,2023,11,359943.381
paraiba,Nordeste,2023,11,535821.354
Acre,Norte,2023,11,112309.60657414775
Amapa,Norte,2023,11,126924.816
Amazonas,Norte,2023,11,623197.4463147472
Para,Norte,2023,11,1897748.4520772165
Rondonia,Norte,2023,11,338385.40003388864
Tocantins,Norte,2023,11,264320.49
Distrito Federal,Sudeste/Centro-Oeste,2023,11,604826.77
Espirito Santo,Sudeste/Centro-Oeste,2023,11,1047502.977
Goias,Sudeste/Centro-Oeste,2023,11,1810995.297
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,11,589264.148
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,11,1028469.171
Minas Gerais,Sudeste/Centro-Oeste,2023,11,5693792.487
Rio de Janeiro,Sudeste/Centro-Oeste,2023,11,3204062.415
Sao Paulo,Sudeste/Centro-Oeste,2023,11,12543915.548
Parana,Sul,2023,11,3160006.875
Rio Grande do Sul,Sul,2023,11,2499647.264
Santa Catarina,Sul,2023,11,2376065.56
Alagoas,Nordeste,2023,12,499626.899
Bahia,Nordeste,2023,12,2433080.465
Ceara,Nordeste,2023,12,1177574.969
Maranhao,Nordeste,2023,12,1239091.498
Pernambuco,Nordeste,2023,12,1348210.779
Piaui,Nordeste,2023,12,399090.986
Rio Grande do Norte,Nordeste,2023,12,518053.0
Sergipe,Nordeste,2023,12,353616.089
paraiba,Nordeste,2023,12,527996.081
Acre,Norte,2023,12,107909.42695621037
Amapa,Norte,2023,12,117726.317
Amazonas,Norte,2023,12,571565.5013712645
Para,Norte,2023,12,1923217.0344142043
Rondonia,Norte,2023,12,331521.886258321
Tocantins,Norte,2023,12,253079.604
Distrito Federal,Sudeste/Centro-Oeste,2023,12,605955.77
Espirito Santo,Sudeste/Centro-Oeste,2023,12,1126499.273
Goias,Sudeste/Centro-Oeste,2023,12,1791258.915
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,12,590317.625
Mato Grosso do Sul,Sudeste/Centro-Oeste,2023,12,980062.982
Minas Gerais,Sudeste/Centro-Oeste,2023,12,5634876.132
Rio de Janeiro,Sudeste/Centro-Oeste,2023,12,3290295.008
Sao Paulo,Sudeste/Centro-Oeste,2023,12,12789351.211
Parana,Sul,2023,12,3207775.958
Rio Grande do Sul,Sul,2023,12,2662957.281
Santa Catarina,Sul,2023,12,2504312.003
Alagoas,Nordeste,2024,1,510976.252
Bahia,Nordeste,2024,1,2401144.401
Ceara,Nordeste,2024,1,1175404.205
Maranhao,Nordeste,2024,1,1207981.585
Pernambuco,Nordeste,2024,1,1322746.716
Piaui,Nordeste,2024,1,377330.565
Rio Grande do Norte,Nordeste,2024,1,532208.0
Sergipe,Nordeste,2024,1,362058.038
paraiba,Nordeste,2024,1,546610.413
Acre,Norte,2024,1,104924.44247861013
Amapa,Norte,2024,1,109608.29
Amazonas,Norte,2024,1,590199.6389989767
Para,Norte,2024,1,1864820.69361905
