state,subsystem,year,month,MWh
Alagoas,Nordeste,2018,1,363862.312
Bahia,Nordeste,2018,1,2094036.857
Ceara,Nordeste,2018,1,935126.18
Maranhao,Nordeste,2018,1,565403.955
Pernambuco,Nordeste,2018,1,1167829.48
Piaui,Nordeste,2018,1,287938.29
Rio Grande do Norte,Nordeste,2018,1,496448.0
Sergipe,Nordeste,2018,1,334457.692
paraiba,Nordeste,2018,1,473698.171
Acre,Norte,2018,1,75959.61973612741
Amapa,Norte,2018,1,88957.586
Amazonas,Norte,2018,1,431254.1640360471
Para,Norte,2018,1,1578578.809523554
Rondonia,Norte,2018,1,233701.81370427136
Tocantins,Norte,2018,1,172661.356
Distrito Federal,Sudeste/Centro-Oeste,2018,1,515061.268
Espirito Santo,Sudeste/Centro-Oeste,2018,1,859595.0
Goias,Sudeste/Centro-Oeste,2018,1,1241869.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,1,493201.95
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,1,671485.75
Minas Gerais,Sudeste/Centro-Oeste,2018,1,4716736.561
Rio de Janeiro,Sudeste/Centro-Oeste,2018,1,3614646.254
Sao Paulo,Sudeste/Centro-Oeste,2018,1,10882702.16
Parana,Sul,2018,1,2597856.945
Rio Grande do Sul,Sul,2018,1,2830644.651
Santa Catarina,Sul,2018,1,2115002.519
Alagoas,Nordeste,2018,2,304520.465
Bahia,Nordeste,2018,2,2000892.385
Ceara,Nordeste,2018,2,892617.97
Maranhao,Nordeste,2018,2,519875.308
Pernambuco,Nordeste,2018,2,1159521.5
Piaui,Nordeste,2018,2,261118.52
Rio Grande do Norte,Nordeste,2018,2,461626.0
Sergipe,Nordeste,2018,2,315118.962
paraiba,Nordeste,2018,2,442042.852
Acre,Norte,2018,2,73953.82843808396
Amapa,Norte,2018,2,79556.191
Amazonas,Norte,2018,2,409944.4285121673
Para,Norte,2018,2,1457308.3196852591
Rondonia,Norte,2018,2,228869.6443644896
Tocantins,Norte,2018,2,170131.807
Distrito Federal,Sudeste/Centro-Oeste,2018,2,516046.624
Espirito Santo,Sudeste/Centro-Oeste,2018,2,842803.0
Goias,Sudeste/Centro-Oeste,2018,2,1210057.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,2,486456.526
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,2,692541.685
Minas Gerais,Sudeste/Centro-Oeste,2018,2,4551117.417
Rio de Janeiro,Sudeste/Centro-Oeste,2018,2,3368689.094
Sao Paulo,Sudeste/Centro-Oeste,2018,2,10931881.534
Parana,Sul,2018,2,2641400.336
Rio Grande do Sul,Sul,2018,2,2751006.281
Santa Catarina,Sul,2018,2,2207483.036
Alagoas,Nordeste,2018,3,322656.165
Bahia,Nordeste,2018,3,2075772.416
Ceara,Nordeste,2018,3,897299.787
Maranhao,Nordeste,2018,3,559924.1
Pernambuco,Nordeste,2018,3,1190835.25
Piaui,Nordeste,2018,3,272640.68
Rio Grande do Norte,Nordeste,2018,3,482261.0
Sergipe,Nordeste,2018,3,327619.553
paraiba,Nordeste,2018,3,458712.21
Acre,Norte,2018,3,71594.6035387958
Amapa,Norte,2018,3,82247.926
Amazonas,Norte,2018,3,473637.3218227089
Para,Norte,2018,3,1576159.9536506706
Rondonia,Norte,2018,3,241370.42998782467
Tocantins,Norte,2018,3,185249.099
Distrito Federal,Sudeste/Centro-Oeste,2018,3,498281.169
Espirito Santo,Sudeste/Centro-Oeste,2018,3,932746.0
Goias,Sudeste/Centro-Oeste,2018,3,1276484.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,3,514369.295
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,3,742591.316
Minas Gerais,Sudeste/Centro-Oeste,2018,3,4688540.473
Rio de Janeiro,Sudeste/Centro-Oeste,2018,3,3739432.834
Sao Paulo,Sudeste/Centro-Oeste,2018,3,11487908.288
Parana,Sul,2018,3,2773964.593
Rio Grande do Sul,Sul,2018,3,2815809.502
Santa Catarina,Sul,2018,3,2212759.548
Alagoas,Nordeste,2018,4,411156.516
Bahia,Nordeste,2018,4,2098355.7
Ceara,Nordeste,2018,4,931559.268
Maranhao,Nordeste,2018,4,560141.048
Pernambuco,Nordeste,2018,4,1171049.07
Piaui,Nordeste,2018,4,270380.79
Rio Grande do Norte,Nordeste,2018,4,461048.0
Sergipe,Nordeste,2018,4,321357.452
paraiba,Nordeste,2018,4,443056.413
Acre,Norte,2018,4,69510.70934094231
Amapa,Norte,2018,4,81706.747
Amazonas,Norte,2018,4,456514.87577213236
Para,Norte,2018,4,1400029.6660041567
Rondonia,Norte,2018,4,242859.66088276875
Tocantins,Norte,2018,4,184183.412
Distrito Federal,Sudeste/Centro-Oeste,2018,4,531859.889
Espirito Santo,Sudeste/Centro-Oeste,2018,4,840530.0
Goias,Sudeste/Centro-Oeste,2018,4,1315064.72
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,4,527987.431
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,4,711946.021
Minas Gerais,Sudeste/Centro-Oeste,2018,4,4771307.976
Rio de Janeiro,Sudeste/Centro-Oeste,2018,4,3625511.568
Sao Paulo,Sudeste/Centro-Oeste,2018,4,11492422.249
Parana,Sul,2018,4,2800067.564
Rio Grande do Sul,Sul,2018,4,2604430.878
Santa Catarina,Sul,2018,4,2152420.598
Alagoas,Nordeste,2018,5,410880.445
Bahia,Nordeste,2018,5,2100432.789
Ceara,Nordeste,2018,5,949610.026
Maranhao,Nordeste,2018,5,570332.836
Pernambuco,Nordeste,2018,5,1159272.15
Piaui,Nordeste,2018,5,277263.69
Rio Grande do Norte,Nordeste,2018,5,446750.0
Sergipe,Nordeste,2018,5,307917.717
paraiba,Nordeste,2018,5,438020.313
Acre,Norte,2018,5,76006.95686503379
Amapa,Norte,2018,5,84407.184
Amazonas,Norte,2018,5,465190.76054897433
Para,Norte,2018,5,1359158.702109679
Rondonia,Norte,2018,5,246952.27747631297
Tocantins,Norte,2018,5,199930.839
Distrito Federal,Sudeste/Centro-Oeste,2018,5,511465.689
Espirito Santo,Sudeste/Centro-Oeste,2018,5,820372.0
Goias,Sudeste/Centro-Oeste,2018,5,1263527.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,5,498361.852
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,5,740429.802
Minas Gerais,Sudeste/Centro-Oeste,2018,5,4637059.247
Rio de Janeiro,Sudeste/Centro-Oeste,2018,5,3321233.629
Sao Paulo,Sudeste/Centro-Oeste,2018,5,10961977.177
Parana,Sul,2018,5,2589020.216
Rio Grande do Sul,Sul,2018,5,2576792.909
Santa Catarina,Sul,2018,5,2067675.336
Alagoas,Nordeste,2018,6,389411.167
Bahia,Nordeste,2018,6,2053311.118
Ceara,Nordeste,2018,6,981500.709
Maranhao,Nordeste,2018,6,586892.339
Pernambuco,Nordeste,2018,6,1130063.85
Piaui,Nordeste,2018,6,292479.35
Rio Grande do Norte,Nordeste,2018,6,453723.0
Sergipe,Nordeste,2018,6,289027.362
paraiba,Nordeste,2018,6,426783.82
Acre,Norte,2018,6,69546.98514503487
Amapa,Norte,2018,6,83401.849
Amazonas,Norte,2018,6,448142.4781589331
Para,Norte,2018,6,1323930.2840202183
Rondonia,Norte,2018,6,226903.77067581375
Tocantins,Norte,2018,6,200772.698
Distrito Federal,Sudeste/Centro-Oeste,2018,6,512945.481
Espirito Santo,Sudeste/Centro-Oeste,2018,6,790173.0
Goias,Sudeste/Centro-Oeste,2018,6,1316031.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,6,433947.918
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,6,679850.397
Minas Gerais,Sudeste/Centro-Oeste,2018,6,4611537.013
Rio de Janeiro,Sudeste/Centro-Oeste,2018,6,3067867.425
Sao Paulo,Sudeste/Centro-Oeste,2018,6,10708600.045
Parana,Sul,2018,6,2529678.138
Rio Grande do Sul,Sul,2018,6,2414995.613
Santa Catarina,Sul,2018,6,1982193.28
Alagoas,Nordeste,2018,7,415725.311
Bahia,Nordeste,2018,7,2048945.077
Ceara,Nordeste,2018,7,937101.202
Maranhao,Nordeste,2018,7,596580.081
Pernambuco,Nordeste,2018,7,1091636.63
Piaui,Nordeste,2018,7,273591.88
Rio Grande do Norte,Nordeste,2018,7,438544.0
Sergipe,Nordeste,2018,7,293250.336
paraiba,Nordeste,2018,7,431977.588
Acre,Norte,2018,7,73888.03158953568
Amapa,Norte,2018,7,86686.813
Amazonas,Norte,2018,7,469190.59965597326
Para,Norte,2018,7,1361099.908537867
Rondonia,Norte,2018,7,243689.41821662386
Tocantins,Norte,2018,7,192072.176
Distrito Federal,Sudeste/Centro-Oeste,2018,7,486942.364
Espirito Santo,Sudeste/Centro-Oeste,2018,7,805174.0
Goias,Sudeste/Centro-Oeste,2018,7,1345905.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,7,441261.041
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,7,732467.837
Minas Gerais,Sudeste/Centro-Oeste,2018,7,4661887.911
Rio de Janeiro,Sudeste/Centro-Oeste,2018,7,3056282.53
Sao Paulo,Sudeste/Centro-Oeste,2018,7,10747050.223
Parana,Sul,2018,7,2599063.82
Rio Grande do Sul,Sul,2018,7,2477523.968
Santa Catarina,Sul,2018,7,2004847.601
Alagoas,Nordeste,2018,8,391495.848
Bahia,Nordeste,2018,8,2090198.961
Ceara,Nordeste,2018,8,945376.392
Maranhao,Nordeste,2018,8,621139.411
Pernambuco,Nordeste,2018,8,1120616.71
Piaui,Nordeste,2018,8,315255.69
Rio Grande do Norte,Nordeste,2018,8,465124.0
Sergipe,Nordeste,2018,8,301574.97
paraiba,Nordeste,2018,8,443853.649
Acre,Norte,2018,8,74561.46540964264
Amapa,Norte,2018,8,91249.02
Amazonas,Norte,2018,8,496156.25161903707
Para,Norte,2018,8,1311808.417325092
Rondonia,Norte,2018,8,257793.94964622837
Tocantins,Norte,2018,8,208382.189
Distrito Federal,Sudeste/Centro-Oeste,2018,8,508997.224
Espirito Santo,Sudeste/Centro-Oeste,2018,8,857231.0
Goias,Sudeste/Centro-Oeste,2018,8,1420133.48
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,8,456398.646
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,8,737807.807
Minas Gerais,Sudeste/Centro-Oeste,2018,8,4800722.206
Rio de Janeiro,Sudeste/Centro-Oeste,2018,8,3069855.347
Sao Paulo,Sudeste/Centro-Oeste,2018,8,10648076.276
Parana,Sul,2018,8,2648764.438
Rio Grande do Sul,Sul,2018,8,2510667.875
Santa Catarina,Sul,2018,8,2014241.056
Alagoas,Nordeste,2018,9,390713.497
Bahia,Nordeste,2018,9,2018557.844
Ceara,Nordeste,2018,9,956972.261
Maranhao,Nordeste,2018,9,619887.689
Pernambuco,Nordeste,2018,9,1121092.38
Piaui,Nordeste,2018,9,326382.53
Rio Grande do Norte,Nordeste,2018,9,478975.0
Sergipe,Nordeste,2018,9,298990.254
paraiba,Nordeste,2018,9,432359.84
Acre,Norte,2018,9,79415.31244865396
Amapa,Norte,2018,9,94993.511
Amazonas,Norte,2018,9,473650.8116546942
Para,Norte,2018,9,1343546.1542564887
Rondonia,Norte,2018,9,243173.70664016317
Tocantins,Norte,2018,9,208498.669
Distrito Federal,Sudeste/Centro-Oeste,2018,9,538285.689
Espirito Santo,Sudeste/Centro-Oeste,2018,9,829081.0
Goias,Sudeste/Centro-Oeste,2018,9,1402386.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,9,430360.408
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,9,787125.857
Minas Gerais,Sudeste/Centro-Oeste,2018,9,4727227.024
Rio de Janeiro,Sudeste/Centro-Oeste,2018,9,2972127.61
Sao Paulo,Sudeste/Centro-Oeste,2018,9,11073770.576
Parana,Sul,2018,9,2580183.824
Rio Grande do Sul,Sul,2018,9,2406664.519
Santa Catarina,Sul,2018,9,1999158.866
Alagoas,Nordeste,2018,10,443636.638
Bahia,Nordeste,2018,10,2165217.875
Ceara,Nordeste,2018,10,949235.767
Maranhao,Nordeste,2018,10,647507.287
Pernambuco,Nordeste,2018,10,1233056.32
Piaui,Nordeste,2018,10,338349.49
Rio Grande do Norte,Nordeste,2018,10,501759.0
Sergipe,Nordeste,2018,10,314482.301
paraiba,Nordeste,2018,10,466866.037
Acre,Norte,2018,10,84814.08765152654
Amapa,Norte,2018,10,102241.22
Amazonas,Norte,2018,10,520792.440206546
Para,Norte,2018,10,1361898.9022779283
Rondonia,Norte,2018,10,276954.4498639993
Tocantins,Norte,2018,10,208895.168
Distrito Federal,Sudeste/Centro-Oeste,2018,10,557177.304
Espirito Santo,Sudeste/Centro-Oeste,2018,10,856164.0
Goias,Sudeste/Centro-Oeste,2018,10,1451999.0
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,10,488242.431
Mato Grosso do Sul,Sudeste/Centro-Oeste,2018,10,817026.519
Minas Gerais,Sudeste/Centro-Oeste,2018,10,4907742.647
Rio de Janeiro,Sudeste/Centro-Oeste,2018,10,3285041.153
Sao Paulo,Sudeste/Centro-Oeste,2018,10,11056291.794
Parana,Sul,2018,10,2659613.452
Rio Grande do Sul,Sul,2018,10,2412211.985
Santa Catarina,Sul,2018,10,2046060.347
Alagoas,Nordeste,2018,11,438532.642
